SampleID	Genomospecies	n	propGenomospecies
6744106	GS5	7	0.011513157894736841
6744106	GS6	357	0.587171052631579
6744110	GS1	8	0.20512820512820512
6744110	GS5	6	0.15384615384615385
6744110	GS6	25	0.6410256410256411
6744112	GS6	6	1
6744113	GS1	6	0.03488372093023256
6744113	GS12	43	0.25
6744113	GS14	65	0.37790697674418605
6744113	GS2	9	0.05232558139534884
6744113	GS3	3	0.01744186046511628
6744113	GS5	34	0.19767441860465115
6744113	GS6	2	0.011627906976744186
6744113	GS7	10	0.05813953488372093
6744115	GS1	2	0.05128205128205128
6744115	GS10	4	0.10256410256410256
6744115	GS12	3	0.07692307692307693
6744115	GS13	6	0.15384615384615385
6744115	GS14	5	0.1282051282051282
6744115	GS2	3	0.07692307692307693
6744115	GS5	11	0.28205128205128205
6744115	GS8	3	0.07692307692307693
6744115	GS9	2	0.05128205128205128
6744118	GS1	11	0.08461538461538462
6744118	GS12	114	0.8769230769230769
6744118	GS7	5	0.038461538461538464
6744119	GS12	6	0.42857142857142855
6744119	GS14	8	0.5714285714285714
6744120	GS7	12	1
6744123	GS1	2635	0.8095238095238095
6744123	GS11	3	9.216589861751152e-4
6744123	GS13	2	6.144393241167435e-4
6744123	GS14	63	0.01935483870967742
6744123	GS2	74	0.02273425499231951
6744123	GS3	251	0.0771121351766513
6744123	GS4	195	0.059907834101382486
6744123	GS5	13	0.0039938556067588326
6744123	GS6	2	6.144393241167435e-4
6744123	GS7	13	0.0039938556067588326
6744123	GS8	4	0.001228878648233487
6744124	GS3	2	0.15384615384615385
6744124	GS4	5	0.38461538461538464
6744124	GS5	6	0.46153846153846156
6744127	GS12	5	0.5555555555555556
6744127	GS5	4	0.4444444444444444
6744130	GS6	2	1
6744132	GS3	2	0.4
6744132	GS7	3	0.6
6744135	GS1	5	0.21739130434782608
6744135	GS12	10	0.43478260869565216
6744135	GS3	2	0.08695652173913043
6744135	GS6	6	0.2608695652173913
6744136	GS1	539	0.43537964458804523
6744136	GS10	5	0.004038772213247173
6744136	GS2	23	0.018578352180936994
6744136	GS3	49	0.0395799676898223
6744136	GS4	2	0.0016155088852988692
6744136	GS5	20	0.01615508885298869
6744136	GS6	586	0.47334410339256866
6744136	GS7	14	0.011308562197092083
6744137	GS13	5	0.16129032258064516
6744137	GS6	26	0.8387096774193549
6744138	GS6	7	1
6744143	GS7	2	1
6744147	GS10	2	0.014184397163120567
6744147	GS11	32	0.22695035460992907
6744147	GS12	11	0.07801418439716312
6744147	GS13	18	0.1276595744680851
6744147	GS14	6	0.0425531914893617
6744147	GS5	21	0.14893617021276595
6744147	GS7	45	0.3191489361702128
6744147	GS8	6	0.0425531914893617
6744149	GS1	4	0.14814814814814814
6744149	GS5	12	0.4444444444444444
6744149	GS6	11	0.4074074074074074
6744150	GS5	6	0.6666666666666666
6744150	GS7	3	0.3333333333333333
6744155	GS1	23	0.7666666666666667
6744155	GS2	3	0.1
6744155	GS5	2	0.06666666666666667
6744155	GS6	2	0.06666666666666667
6744158	GS6	6	1
6744159	GS1	2	0.25
6744159	GS5	4	0.5
6744159	GS7	2	0.25
6744160	GS1	162	0.2364963503649635
6744160	GS14	2	0.00291970802919708
6744160	GS2	4	0.00583941605839416
6744160	GS5	517	0.7547445255474453
6744161	GS1	25	0.026652452025586353
6744161	GS2	10	0.010660980810234541
6744161	GS3	2	0.0021321961620469083
6744161	GS4	4	0.0042643923240938165
6744161	GS5	3	0.0031982942430703624
6744161	GS6	894	0.9530916844349681
6744162	GS10	4	0.027586206896551724
6744162	GS12	56	0.38620689655172413
6744162	GS14	6	0.041379310344827586
6744162	GS7	23	0.15862068965517243
6744162	GS8	39	0.2689655172413793
6744162	GS9	17	0.11724137931034483
6744165	GS1	5	0.08771929824561403
6744165	GS13	2	0.03508771929824561
6744165	GS2	19	0.3333333333333333
6744165	GS7	31	0.543859649122807
6744168	GS1	3	0.1111111111111111
6744168	GS3	11	0.4074074074074074
6744168	GS6	13	0.48148148148148145
6744171	GS1	34	0.020706455542021926
6744171	GS12	57	0.034713763702801465
6744171	GS13	765	0.4658952496954933
6744171	GS14	248	0.1510353227771011
6744171	GS2	21	0.012789281364190013
6744171	GS3	3	0.0018270401948842874
6744171	GS5	76	0.04628501827040195
6744171	GS6	4	0.00243605359317905
6744171	GS7	432	0.2630937880633374
6744171	GS9	2	0.001218026796589525
6744174	GS1	3	0.07142857142857142
6744174	GS14	2	0.047619047619047616
6744174	GS6	37	0.8809523809523809
6744175	GS1	3	0.6
6744175	GS5	2	0.4
6744177	GS4	2	1
6744178	GS5	139	0.9652777777777778
6744178	GS6	2	0.013888888888888888
6744178	GS7	3	0.020833333333333332
6744180	GS7	2	1
6744185	GS1	2	0.5
6744185	GS14	2	0.5
6744186	GS1	3	0.01639344262295082
6744186	GS11	11	0.060109289617486336
6744186	GS12	2	0.01092896174863388
6744186	GS13	91	0.4972677595628415
6744186	GS14	11	0.060109289617486336
6744186	GS2	6	0.03278688524590164
6744186	GS6	2	0.01092896174863388
6744186	GS7	55	0.3005464480874317
6744186	GS8	2	0.01092896174863388
6744187	GS6	9	1
6744189	GS1	5	0.3125
6744189	GS12	2	0.125
6744189	GS5	2	0.125
6744189	GS6	7	0.4375
6744190	GS1	64	0.12427184466019417
6744190	GS2	2	0.003883495145631068
6744190	GS3	35	0.06796116504854369
6744190	GS4	6	0.011650485436893204
6744190	GS5	13	0.02524271844660194
6744190	GS6	395	0.7669902912621359
6744191	GS1	13	0.047619047619047616
6744191	GS13	112	0.41025641025641024
6744191	GS14	113	0.4139194139194139
6744191	GS2	13	0.047619047619047616
6744191	GS5	13	0.047619047619047616
6744191	GS9	9	0.03296703296703297
6744193	GS3	3	0.375
6744193	GS6	5	0.625
6744194	GS1	11	0.1506849315068493
6744194	GS13	3	0.0410958904109589
6744194	GS14	4	0.0547945205479452
6744194	GS3	7	0.0958904109589041
6744194	GS6	48	0.6575342465753424
6744195	GS1	10	0.010570824524312896
6744195	GS12	16	0.016913319238900635
6744195	GS13	111	0.11733615221987315
6744195	GS14	6	0.006342494714587738
6744195	GS2	14	0.014799154334038054
6744195	GS3	5	0.005285412262156448
6744195	GS5	107	0.113107822410148
6744195	GS6	8	0.008456659619450317
6744195	GS7	664	0.7019027484143763
6744195	GS8	5	0.005285412262156448
6744198	GS1	184	0.04254335260115607
6744198	GS2	41	0.009479768786127168
6744198	GS3	10	0.0023121387283236996
6744198	GS4	3	6.936416184971098e-4
6744198	GS5	21	0.004855491329479769
6744198	GS6	4066	0.9401156069364162
6744199	GS12	8	0.4
6744199	GS3	5	0.25
6744199	GS4	2	0.1
6744199	GS7	5	0.25
6744201	GS5	187	0.9894179894179894
6744201	GS7	2	0.010582010582010581
6744203	GS1	4	0.19047619047619047
6744203	GS6	15	0.7142857142857143
6744203	GS7	2	0.09523809523809523
6744205	GS12	12	0.14457831325301204
6744205	GS13	20	0.24096385542168675
6744205	GS14	27	0.3253012048192771
6744205	GS5	3	0.03614457831325301
6744205	GS6	3	0.03614457831325301
6744205	GS7	18	0.21686746987951808
6744210	GS12	10	0.23255813953488372
6744210	GS5	24	0.5581395348837209
6744210	GS7	9	0.20930232558139536
6744211	GS1	105	0.2966101694915254
6744211	GS10	9	0.025423728813559324
6744211	GS12	2	0.005649717514124294
6744211	GS2	10	0.02824858757062147
6744211	GS5	12	0.03389830508474576
6744211	GS6	147	0.4152542372881356
6744211	GS8	63	0.17796610169491525
6744211	GS9	6	0.01694915254237288
6744212	GS1	20	0.273972602739726
6744212	GS5	2	0.0273972602739726
6744212	GS6	51	0.6986301369863014
6744214	GS1	109	0.7841726618705036
6744214	GS2	11	0.07913669064748201
6744214	GS3	12	0.08633093525179857
6744214	GS4	4	0.02877697841726619
6744214	GS6	3	0.02158273381294964
6744215	GS7	2	1
6744216	GS1	9	0.6
6744216	GS11	2	0.13333333333333333
6744216	GS6	4	0.26666666666666666
6744220	GS13	2	0.09090909090909091
6744220	GS4	2	0.09090909090909091
6744220	GS5	2	0.09090909090909091
6744220	GS6	14	0.6363636363636364
6744220	GS7	2	0.09090909090909091
6744221	GS2	3	0.2
6744221	GS7	12	0.8
6744223	GS13	4	1
6744224	GS1	9	0.13043478260869565
6744224	GS3	2	0.028985507246376812
6744224	GS5	50	0.7246376811594203
6744224	GS6	8	0.11594202898550725
6744227	GS14	6	1
6744228	GS1	10	0.0035842293906810036
6744228	GS10	12	0.004301075268817204
6744228	GS11	10	0.0035842293906810036
6744228	GS12	47	0.016845878136200716
6744228	GS13	20	0.007168458781362007
6744228	GS14	53	0.01899641577060932
6744228	GS2	4	0.0014336917562724014
6744228	GS3	16	0.005734767025089606
6744228	GS4	8	0.002867383512544803
6744228	GS5	42	0.015053763440860216
6744228	GS6	18	0.0064516129032258064
6744228	GS7	2224	0.7971326164874551
6744228	GS8	257	0.09211469534050179
6744228	GS9	69	0.024731182795698924
6744230	GS1	5	0.29411764705882354
6744230	GS6	12	0.7058823529411765
6744233	GS14	4	0.18181818181818182
6744233	GS5	2	0.09090909090909091
6744233	GS6	2	0.09090909090909091
6744233	GS7	9	0.4090909090909091
6744233	GS9	5	0.22727272727272727
6744235	GS6	2	1
6744236	GS14	2	0.5
6744236	GS2	2	0.5
6744237	GS1	9	0.006093432633716994
6744237	GS10	16	0.010832769126607989
6744237	GS11	9	0.006093432633716994
6744237	GS12	1122	0.7596479350033852
6744237	GS13	36	0.024373730534867976
6744237	GS14	36	0.024373730534867976
6744237	GS2	30	0.020311442112389978
6744237	GS4	4	0.002708192281651997
6744237	GS6	5	0.003385240352064997
6744237	GS8	177	0.11983750846310089
6744237	GS9	33	0.02234258632362898
6744241	GS3	2	0.5
6744241	GS6	2	0.5
6744245	GS14	2	1
6744247	GS1	4	1
6744249	GS1	10	0.011961722488038277
6744249	GS11	9	0.01076555023923445
6744249	GS12	12	0.014354066985645933
6744249	GS13	289	0.3456937799043062
6744249	GS14	253	0.3026315789473684
