SampleID	Clade	n	propClade
6744160	C3	7	0.003928170594837262
6744160	C4	1301	0.7300785634118967
6744160	C6	5	0.0028058361391694723
6744161	C1	84	0.041584158415841586
6744161	C2	22	0.01089108910891089
6744161	C3	11	0.005445544554455445
6744161	C4	1903	0.942079207920792
6744162	C1	2	0.004347826086956522
6744162	C2	4	0.008695652173913044
6744162	C3	330	0.717391304347826
6744162	C4	3	0.006521739130434782
6744162	C5	121	0.26304347826086955
6744163	C4	7	1
6744165	C1	33	0.3402061855670103
6744165	C2	5	0.05154639175257732
6744165	C3	51	0.5257731958762887
6744165	C4	6	0.061855670103092786
6744165	C6	2	0.020618556701030927
6744167	C3	3	1
6744168	C1	9	0.09574468085106383
6744168	C2	33	0.35106382978723405
6744168	C3	8	0.0851063829787234
6744168	C4	44	0.46808510638297873
6744171	C1	160	0.039196472317491425
6744171	C2	9	0.002204801567858893
6744171	C3	1857	0.45492405683488485
6744171	C4	190	0.04654581087702107
6744171	C5	142	0.03478686918177364
6744171	C6	1724	0.4223419892209701
6744174	C1	3	0.025
6744174	C3	5	0.041666666666666664
6744174	C4	110	0.9166666666666666
6744174	C6	2	0.016666666666666666
6744175	C1	3	0.3333333333333333
6744175	C2	2	0.2222222222222222
6744175	C4	4	0.4444444444444444
6744177	C1	2	0.4
6744177	C2	3	0.6
6744178	C3	10	0.025906735751295335
6744178	C4	376	0.9740932642487047
6744180	C3	5	0.7142857142857143
6744180	C5	2	0.2857142857142857
6744181	C4	5	1
6744182	C4	2	0.4
6744182	C5	3	0.6
6744184	C4	4	1
6744185	C1	3	0.3333333333333333
6744185	C3	6	0.6666666666666666
6744186	C1	11	0.029490616621983913
6744186	C2	21	0.05630026809651475
6744186	C3	154	0.4128686327077748
6744186	C4	4	0.010723860589812333
6744186	C5	6	0.0160857908847185
6744186	C6	177	0.4745308310991957
6744187	C4	11	1
6744189	C1	6	0.20689655172413793
6744189	C4	15	0.5172413793103449
6744189	C5	8	0.27586206896551724
6744190	C1	159	0.12740384615384615
6744190	C2	110	0.08814102564102565
6744190	C4	975	0.78125
6744190	C5	4	0.003205128205128205
6744191	C1	49	0.06405228758169934
6744191	C2	5	0.006535947712418301
6744191	C3	395	0.5163398692810458
6744191	C4	45	0.058823529411764705
6744191	C6	271	0.3542483660130719
6744193	C1	2	0.11764705882352941
6744193	C2	3	0.17647058823529413
6744193	C4	12	0.7058823529411765
6744194	C1	37	0.2
6744194	C2	21	0.11351351351351352
6744194	C3	5	0.02702702702702703
6744194	C4	117	0.6324324324324324
6744194	C6	5	0.02702702702702703
6744195	C1	80	0.03188521323236349
6744195	C2	12	0.004782781984854523
6744195	C3	1834	0.730968513351933
6744195	C4	331	0.13192506974890394
6744195	C5	48	0.019131127939418093
6744195	C6	204	0.0813072937425269
6744198	C1	535	0.053607214428857713
6744198	C2	97	0.009719438877755511
6744198	C3	9	9.018036072144289e-4
6744198	C4	9335	0.935370741482966
6744198	C6	4	4.008016032064128e-4
6744199	C2	19	0.35185185185185186
6744199	C3	16	0.2962962962962963
6744199	C5	19	0.35185185185185186
6744201	C1	3	0.007042253521126761
6744201	C3	6	0.014084507042253521
6744201	C4	417	0.9788732394366197
6744203	C1	4	0.12121212121212122
6744203	C3	4	0.12121212121212122
6744203	C4	25	0.7575757575757576
6744204	C1	2	0.25
6744204	C4	6	0.75
6744205	C3	142	0.6339285714285714
6744205	C4	12	0.05357142857142857
6744205	C5	24	0.10714285714285714
6744205	C6	46	0.20535714285714285
6744210	C1	5	0.033112582781456956
6744210	C2	2	0.013245033112582781
6744210	C3	16	0.10596026490066225
6744210	C4	79	0.5231788079470199
6744210	C5	49	0.32450331125827814
6744211	C1	271	0.26965174129353237
6744211	C2	10	0.009950248756218905
6744211	C3	279	0.27761194029850744
6744211	C4	438	0.43582089552238806
6744211	C5	7	0.006965174129353234
6744212	C1	37	0.25517241379310346
6744212	C2	3	0.020689655172413793
6744212	C4	103	0.7103448275862069
6744212	C5	2	0.013793103448275862
6744213	C4	3	1
6744214	C1	265	0.9013605442176871
6744214	C2	24	0.08163265306122448
6744214	C4	5	0.017006802721088437
6744215	C2	2	0.3333333333333333
6744215	C3	4	0.6666666666666666
6744216	C1	19	0.4222222222222222
6744216	C2	11	0.24444444444444444
6744216	C3	5	0.1111111111111111
6744216	C4	8	0.17777777777777778
6744216	C6	2	0.044444444444444446
6744220	C1	4	0.05263157894736842
6744220	C2	4	0.05263157894736842
6744220	C3	13	0.17105263157894737
6744220	C4	51	0.6710526315789473
6744220	C6	4	0.05263157894736842
6744221	C1	3	0.08108108108108109
6744221	C3	32	0.8648648648648649
6744221	C4	2	0.05405405405405406
6744222	C3	2	1
6744223	C1	3	0.0967741935483871
6744223	C2	3	0.0967741935483871
6744223	C3	14	0.45161290322580644
6744223	C4	2	0.06451612903225806
6744223	C6	9	0.2903225806451613
6744224	C1	37	0.18781725888324874
6744224	C2	12	0.06091370558375635
6744224	C4	145	0.7360406091370558
6744224	C5	3	0.015228426395939087
6744227	C3	9	1
6744228	C1	38	0.004719910570115514
6744228	C2	126	0.01565022978511986
6744228	C3	7521	0.9341696683641784
6744228	C4	189	0.023475344677679793
6744228	C5	125	0.015526021612222085
6744228	C6	52	0.006458824990684387
6744230	C1	8	0.2
6744230	C3	2	0.05
6744230	C4	30	0.75
6744233	C1	4	0.057971014492753624
6744233	C3	59	0.855072463768116
6744233	C4	6	0.08695652173913043
6744235	C4	4	1
6744236	C1	4	0.4
6744236	C3	6	0.6
6744237	C1	92	0.019479144611475756
6744237	C2	62	0.013127249629472792
6744237	C3	1066	0.22570400169383867
6744237	C4	18	0.0038111369892017783
6744237	C5	3398	0.7194579716282025
6744237	C6	87	0.018420495447808598
6744239	C1	2	1
6744241	C2	5	0.5
6744241	C3	2	0.2
6744241	C4	3	0.3
6744245	C2	2	0.15384615384615385
6744245	C3	7	0.5384615384615384
6744245	C4	4	0.3076923076923077
6744247	C1	4	0.17391304347826086
6744247	C4	16	0.6956521739130435
6744247	C5	3	0.13043478260869565
6744249	C1	58	0.02759276879162702
6744249	C2	42	0.019980970504281638
6744249	C3	1264	0.6013320647002854
6744249	C4	58	0.02759276879162702
6744249	C5	42	0.019980970504281638
6744249	C6	638	0.30352045670789723
6744251	C4	5	0.625
6744251	C6	3	0.375
6744252	C1	45	0.03046716316858497
6744252	C2	80	0.05416384563303995
6744252	C3	921	0.6235612728503723
6744252	C4	68	0.046039268788083954
6744252	C5	98	0.06635071090047394
6744252	C6	265	0.17941773865944483
6744255	C2	2	1
6744256	C1	3	0.3333333333333333
6744256	C3	6	0.6666666666666666
6744259	C1	2	0.02666666666666667
6744259	C2	7	0.09333333333333334
6744259	C4	62	0.8266666666666667
6744259	C6	4	0.05333333333333334
6744263	C1	51	0.5368421052631579
6744263	C2	7	0.07368421052631578
6744263	C3	3	0.031578947368421054
6744263	C4	31	0.3263157894736842
6744263	C5	3	0.031578947368421054
6744266	C1	551	0.05993038938438112
6744266	C2	114	0.012399390907113336
6744266	C3	6025	0.6553186860996302
6744266	C4	829	0.09016750054383293
6744266	C5	1578	0.17163367413530564
6744266	C6	97	0.010550358929736785
6744268	C4	4	1
6744269	C4	6	1
6744271	C2	2	0.2222222222222222
6744271	C3	5	0.5555555555555556
6744271	C4	2	0.2222222222222222
6744272	C1	303	0.08220293000542593
6744272	C2	48	0.013022246337493217
6744272	C3	2	5.425935973955507e-4
6744272	C4	3248	0.8811720021703744
6744272	C5	83	0.022517634291915355
6744272	C6	2	5.425935973955507e-4
6744273	C1	3	0.17647058823529413
6744273	C3	2	0.11764705882352941
6744273	C4	9	0.5294117647058824
6744273	C5	3	0.17647058823529413
6744275	C4	9	1
6744281	C1	3	0.043478260869565216
6744281	C3	5	0.07246376811594203
6744281	C4	58	0.8405797101449275
6744281	C5	3	0.043478260869565216
6744283	C3	2	1
6744284	C4	9	1
6744286	C1	128	0.1007081038552321
6744286	C2	1136	0.8937844217151849
6744286	C3	3	0.0023603461841070024
6744286	C4	4	0.003147128245476003
6744287	C4	6	1
6744289	C3	6	1
6744290	C1	70	0.15151515151515152
6744290	C2	230	0.49783549783549785
6744290	C4	162	0.35064935064935066
6744293	C1	2	0.15384615384615385
6744293	C3	4	0.3076923076923077
6744293	C4	7	0.5384615384615384
6744294	C1	1470	0.09238310708898945
6744294	C2	903	0.056749622926093514
6744294	C3	3	1.885369532428356e-4
6744294	C4	13532	0.8504273504273504
6744294	C5	4	2.5138260432378077e-4
6744296	C5	2	1
6744298	C1	2	0.2857142857142857
6744298	C4	5	0.7142857142857143
6744299	C3	5	0.3125
6744299	C5	11	0.6875
6744301	C1	21	0.5121951219512195
6744301	C4	20	0.4878048780487805
6744302	C1	24	0.42857142857142855
6744302	C3	17	0.30357142857142855
6744302	C4	8	0.14285714285714285
6744302	C5	4	0.07142857142857142
6744302	C6	3	0.05357142857142857
6744306	C1	3	0.5
6744306	C4	3	0.5
6744307	C1	334	0.03695099015377807
6744307	C2	12	0.001327580484566877
6744307	C3	7169	0.7931187078216617
6744307	C4	193	0.02135191946011727
6744307	C5	1308	0.14470627281778958
6744307	C6	23	0.002544529262086514
6744309	C1	25	0.1388888888888889
6744309	C3	143	0.7944444444444444
6744309	C4	8	0.044444444444444446
6744309	C6	4	0.022222222222222223
6744310	C1	132	0.05053598774885146
6744310	C2	39	0.014931087289433384
6744310	C3	2397	0.917687595712098
6744310	C4	2	7.656967840735069e-4
6744310	C5	42	0.016079632465543645
6744311	C1	443	0.09064865970943319
6744311	C2	191	0.03908328217720483
6744311	C4	3974	0.8131778187026806
6744311	C5	279	0.0570902394106814
6744312	C3	2	0.4
6744312	C4	3	0.6
6744314	C1	4	0.4
6744314	C4	6	0.6
6744316	C1	13	0.001644528779253637
6744316	C2	2624	0.3319418089816572
6744316	C3	15	0.0018975332068311196
6744316	C4	5239	0.6627450980392157
6744316	C5	8	0.0010120177103099305
6744316	C6	6	7.590132827324478e-4
6744317	C1	20	0.03944773175542406
6744317	C2	14	0.027613412228796843
6744317	C3	438	0.863905325443787
6744317	C4	30	0.05917159763313609
6744317	C5	5	0.009861932938856016
6744318	C1	296	0.034195933456561925
6744318	C2	632	0.07301293900184842
6744318	C3	2744	0.3170055452865065
6744318	C4	874	0.10097042513863216
6744318	C5	3689	0.42617837338262476
6744318	C6	421	0.048636783733826246
6744320	C1	10	0.005506607929515419
6744320	C2	98	0.053964757709251104
6744320	C3	1411	0.7769823788546255
6744320	C4	274	0.15088105726872247
6744320	C5	23	0.012665198237885462
6744321	C1	5	0.13157894736842105
6744321	C3	4	0.10526315789473684
6744321	C4	26	0.6842105263157895
6744321	C6	3	0.07894736842105263
6744323	C1	3	0.06666666666666667
6744323	C2	14	0.3111111111111111
6744323	C4	28	0.6222222222222222
6744324	C1	216	0.6646153846153846
6744324	C3	8	0.024615384615384615
6744324	C4	91	0.28
