SampleID	Genomospecies	n	propGenomospecies
1050801308	GS3	2	0.2857142857142857
1050801308	GS4	1	0.14285714285714285
1050801308	GS5	4	0.5714285714285714
1050835178	GS3	7	0.4666666666666667
1050835178	GS7	7	0.4666666666666667
1050835178	GS9	1	0.06666666666666667
1050835218	GS7	1	1
1060435158	GS1	1	1
1060435318	GS1	2	0.4
1060435318	GS6	3	0.6
1060435348	GS3	1	0.25
1060435348	GS4	1	0.25
1060435348	GS6	2	0.5
1061235118	GS12	1	0.16666666666666666
1061235118	GS6	3	0.5
1061235118	GS7	2	0.3333333333333333
1061235188	GS1	64	0.8421052631578947
1061235188	GS13	1	0.013157894736842105
1061235188	GS2	4	0.05263157894736842
1061235188	GS6	4	0.05263157894736842
1061235188	GS7	3	0.039473684210526314
1061235278	GS1	1	0.5
1061235278	GS7	1	0.5
1061635088	GS1	599	0.03654667480170836
1061635088	GS14	1	6.101281269066504e-5
1061635088	GS2	83	0.005064063453325198
1061635088	GS3	12	7.321537522879804e-4
1061635088	GS4	3	1.830384380719951e-4
1061635088	GS5	2591	0.1580841976815131
1061635088	GS6	12975	0.7916412446613789
1061635088	GS8	126	0.007687614399023795
1061635208	GS1	1981	0.16404438555813183
1061635208	GS13	1	8.280887711162637e-5
1061635208	GS2	129	0.010682345147399802
1061635208	GS4	2	1.6561775422325274e-4
1061635208	GS5	1572	0.13017555481947665
1061635208	GS6	8301	0.6873964889036105
1061635208	GS7	1	8.280887711162637e-5
1061635208	GS8	89	0.007369990062934747
1061635368	GS1	848	0.1993417959567466
1061635368	GS13	4	9.402914903620122e-4
1061635368	GS2	53	0.012458862247296662
1061635368	GS3	1	2.3507287259050304e-4
1061635368	GS5	565	0.13281617301363421
1061635368	GS6	2760	0.6488011283497884
1061635368	GS7	1	2.3507287259050304e-4
1061635368	GS8	22	0.005171603196991067
1062101108	GS1	1223	0.8836705202312138
1062101108	GS2	152	0.10982658959537572
1062101108	GS4	9	0.006502890173410405
1062101238	GS1	210	0.9170305676855895
1062101238	GS2	19	0.08296943231441048
1062101338	GS1	140	0.9150326797385621
1062101338	GS2	12	0.0784313725490196
1062101338	GS4	1	0.006535947712418301
1062301198	GS12	1	1
1062601228	GS1	30	1
1062601258	GS1	2	0.6666666666666666
1062601258	GS2	1	0.3333333333333333
1062601368	GS1	13	1
1062701128	GS1	29	0.01665709362435382
1062701128	GS10	56	0.032165422171166
1062701128	GS11	1	5.743825387708214e-4
1062701128	GS12	385	0.22113727742676623
1062701128	GS13	20	0.011487650775416428
1062701128	GS14	150	0.0861573808156232
1062701128	GS2	46	0.026421596783457783
1062701128	GS3	5	0.002871912693854107
1062701128	GS4	8	0.004595060310166571
1062701128	GS5	96	0.05514072372199885
1062701128	GS6	6	0.0034462952326249283
1062701128	GS7	861	0.4945433658816772
1062701128	GS8	63	0.03618609994256174
1062701128	GS9	15	0.00861573808156232
1062701298	GS1	1	0.0011160714285714285
1062701298	GS13	18	0.020089285714285716
1062701298	GS3	1	0.0011160714285714285
1062701298	GS4	10	0.011160714285714286
1062701298	GS5	855	0.9542410714285714
1062701298	GS6	6	0.006696428571428571
1062701298	GS9	5	0.005580357142857143
1062735148	GS1	13	0.00563014291901256
1062735148	GS10	67	0.029016890428757037
1062735148	GS11	1	4.3308791684711995e-4
1062735148	GS12	404	0.17496751840623648
1062735148	GS13	39	0.016890428757037678
1062735148	GS14	131	0.056734517106972714
1062735148	GS2	20	0.0086617583369424
1062735148	GS3	2	8.661758336942399e-4
1062735148	GS4	9	0.0038977912516240795
1062735148	GS5	136	0.058899956691208316
1062735148	GS6	5	0.0021654395842356
1062735148	GS7	1360	0.5889995669120831
1062735148	GS8	90	0.0389779125162408
1062735148	GS9	32	0.013858813339107838
1062735198	GS1	49	0.02093122597180692
1062735198	GS10	141	0.060230670653566853
1062735198	GS11	7	0.00299017513882956
1062735198	GS12	644	0.27509611277231955
1062735198	GS13	221	0.09440410081161897
1062735198	GS14	285	0.12174284493806066
1062735198	GS2	82	0.03502776591200342
1062735198	GS3	32	0.013669372063220846
1062735198	GS4	59	0.025202904741563434
1062735198	GS5	122	0.05211448099102947
1062735198	GS6	10	0.004271678769756515
1062735198	GS7	461	0.1969243912857753
1062735198	GS8	150	0.06407518154634771
1062735198	GS9	78	0.03331909440410081
1062901138	GS1	497	0.2014592622618565
1062901138	GS12	17	0.006890960680989056
1062901138	GS2	9	0.0036481556546412645
1062901138	GS3	1	4.0535062829347385e-4
1062901138	GS4	6	0.0024321037697608433
1062901138	GS5	39	0.01580867450344548
1062901138	GS6	1897	0.7689501418727199
1062901138	GS8	1	4.0535062829347385e-4
1062901218	GS1	648	0.2470453678993519
1062901218	GS12	15	0.0057186427754479605
1062901218	GS2	39	0.014868471216164697
1062901218	GS3	8	0.0030499428135722455
1062901218	GS4	23	0.008768585589020206
1062901218	GS5	32	0.012199771254288982
1062901218	GS6	1857	0.7079679756004575
1062901218	GS8	1	3.812428516965307e-4
1062901318	GS1	146	0.125
1062901318	GS12	93	0.07962328767123288
1062901318	GS2	7	0.0059931506849315065
1062901318	GS3	2	0.0017123287671232876
1062901318	GS4	4	0.003424657534246575
1062901318	GS5	12	0.010273972602739725
1062901318	GS6	904	0.773972602739726
1900401198	GS1	1315	0.6026581118240146
1900401198	GS12	284	0.1301558203483043
1900401198	GS14	3	0.001374885426214482
1900401198	GS2	129	0.05912007332722273
1900401198	GS3	16	0.007332722273143905
1900401198	GS4	2	9.165902841429881e-4
1900401198	GS6	433	0.19844179651695693
1900401288	GS1	59	0.004016884531590414
1900401288	GS12	14108	0.96051198257080606
1900401288	GS14	488	0.0332244008714597
1900401288	GS2	4	2.723311546840959e-4
1900401288	GS3	7	4.7657952069716776e-4
1900401288	GS4	15	0.0010212418300653595
1900401288	GS7	7	4.7657952069716776e-4
1900401398	GS1	79	0.010404319768207559
1900401398	GS11	1	1.3170025023047545e-4
1900401398	GS12	7130	0.9390227841432899
1900401398	GS14	314	0.04135387857236929
1900401398	GS2	4	5.268010009219018e-4
1900401398	GS3	23	0.003029105755300935
1900401398	GS4	39	0.005136309758988542
1900401398	GS7	3	3.951007506914263e-4
1902401118	GS1	144	0.08727272727272728
1902401118	GS2	24	0.014545454545454545
1902401118	GS5	52	0.03151515151515152
1902401118	GS6	1430	0.8666666666666667
1902401208	GS1	86	0.04476834981780323
1902401208	GS2	23	0.011972930765226444
1902401208	GS5	61	0.031754294638209266
1902401208	GS6	1751	0.911504424778761
1902401308	GS1	315	0.135893011216566
1902401308	GS13	1	4.314063848144953e-4
1902401308	GS2	51	0.02200172562553926
1902401308	GS4	4	0.001725625539257981
1902401308	GS5	72	0.031061259706643658
1902401308	GS6	1875	0.8088869715271786
2050501168	GS2	1	0.0196078431372549
2050501168	GS3	3	0.058823529411764705
2050501168	GS4	6	0.11764705882352941
2050501168	GS5	39	0.7647058823529411
2050501168	GS6	2	0.0392156862745098
2050501298	GS3	1	0.0051813471502590676
2050501298	GS4	3	0.015544041450777202
2050501298	GS5	177	0.917098445595855
2050501298	GS6	7	0.03626943005181347
2050501298	GS9	5	0.025906735751295335
2050501348	GS3	8	0.07079646017699115
2050501348	GS4	4	0.035398230088495575
2050501348	GS5	97	0.8584070796460177
2050501348	GS6	4	0.035398230088495575
4002101198	GS1	122	0.015194918420724872
4002101198	GS10	72	0.008967492838460581
4002101198	GS11	1	1.2454851164528583e-4
4002101198	GS12	851	0.10599078341013825
4002101198	GS13	173	0.02154689251463445
4002101198	GS14	97	0.012081205629592726
4002101198	GS2	615	0.07659733466185079
4002101198	GS3	99	0.012330302652883297
4002101198	GS4	123	0.015319466932370159
4002101198	GS5	187	0.023290571677668452
4002101198	GS6	4815	0.5997010835720513
4002101198	GS7	705	0.08780670070992652
4002101198	GS8	38	0.0047328434425208616
4002101198	GS9	131	0.016315855025532445
4002101298	GS1	2	0.0022727272727272726
4002101298	GS10	14	0.015909090909090907
4002101298	GS11	4	0.004545454545454545
4002101298	GS3	612	0.6954545454545454
4002101298	GS4	151	0.1715909090909091
4002101298	GS5	63	0.0715909090909091
4002101298	GS6	3	0.003409090909090909
4002101298	GS8	2	0.0022727272727272726
4002101298	GS9	29	0.03295454545454545
4002135018	GS1	61	0.006204862170684569
4002135018	GS10	6561	0.6673787000305157
4002135018	GS2	42	0.0042722001830942935
4002135018	GS3	1959	0.19926762282575528
4002135018	GS4	514	0.05228359271691588
4002135018	GS5	192	0.019530057979859627
4002135018	GS6	45	0.0045773573390296
4002135018	GS8	13	0.0013223476757196623
4002135018	GS9	444	0.04516325907842539
4003235018	GS1	1	2.1992522542335605e-4
4003235018	GS3	75	0.016494391906751706
4003235018	GS4	129	0.02837035407961293
4003235018	GS5	4287	0.9428194413899275
4003235018	GS6	36	0.007917308115240818
4003235018	GS9	19	0.0041785792830437655
4003235288	GS1	37	0.013925479864508844
4003235288	GS2	87	0.032743695897628905
4003235288	GS3	2	7.527286413248024e-4
4003235288	GS4	6	0.002258185923974407
4003235288	GS5	51	0.01919458035378246
4003235288	GS6	7	0.0026345502446368085
4003235288	GS7	2462	0.9266089574708317
4003235288	GS8	3	0.0011290929619872036
4003235288	GS9	2	7.527286413248024e-4
4003235368	GS1	278	0.0523639103409305
4003235368	GS13	1	1.8835938971557733e-4
4003235368	GS14	1	1.8835938971557733e-4
4003235368	GS2	452	0.08513844415144095
4003235368	GS3	20	0.0037671877943115466
4003235368	GS4	21	0.003955547184027124
4003235368	GS5	2673	0.5034846487097382
4003235368	GS6	63	0.011866641552081371
4003235368	GS7	1797	0.3384818233188924
4003235368	GS9	3	5.65078169146732e-4
4004235208	GS1	8	0.0021321961620469083
4004235208	GS11	133	0.03544776119402985
4004235208	GS12	7	0.0018656716417910447
4004235208	GS13	45	0.01199360341151386
4004235208	GS14	26	0.006929637526652452
4004235208	GS2	32	0.008528784648187633
4004235208	GS3	13	0.003464818763326226
4004235208	GS4	20	0.005330490405117271
4004235208	GS6	1	2.6652452025586353e-4
4004235208	GS7	3464	0.9232409381663113
4004235208	GS8	3	7.995735607675906e-4
4004235248	GS1	2	1.7833259028087384e-4
4004235248	GS10	2	1.7833259028087384e-4
4004235248	GS11	3218	0.286937137761926
4004235248	GS12	121	0.010789121711992866
4004235248	GS13	679	0.06054391440035666
4004235248	GS14	3018	0.2691038787338386
4004235248	GS2	48	0.004279982166740972
4004235248	GS3	8	7.133303611234953e-4
4004235248	GS4	37	0.003299152920196166
4004235248	GS5	3	2.674988854213107e-4
4004235248	GS6	3	2.674988854213107e-4
4004235248	GS7	4016	0.3580918412839946
4004235248	GS8	47	0.004190815871600535
4004235248	GS9	13	0.0011591618368256798
4004235268	GS1	6	0.0030181086519114686
4004235268	GS11	110	0.05533199195171026
4004235268	GS12	723	0.363682092555332
4004235268	GS13	16	0.008048289738430584
4004235268	GS14	237	0.11921529175050302
4004235268	GS2	35	0.017605633802816902
4004235268	GS3	2	0.001006036217303823
4004235268	GS4	5	0.0025150905432595573
4004235268	GS5	2	0.001006036217303823
4004235268	GS7	848	0.42655935613682094
4004235268	GS8	4	0.002012072434607646
4004735328	GS1	88	0.15198618307426598
4004735328	GS12	94	0.16234887737478412
4004735328	GS13	2	0.0034542314335060447
4004735328	GS2	79	0.13644214162348878
4004735328	GS3	2	0.0034542314335060447
4004735328	GS5	314	0.542314335060449
4004735368	GS1	49	0.14540059347181009
4004735368	GS12	142	0.42136498516320475
4004735368	GS13	1	0.002967359050445104
4004735368	GS2	55	0.1632047477744807
4004735368	GS4	5	0.01483679525222552
4004735368	GS5	85	0.2522255192878338
4004935158	GS1	4	0.006514657980456026
4004935158	GS10	5	0.008143322475570033
4004935158	GS11	1	0.0016286644951140066
4004935158	GS12	4	0.006514657980456026
4004935158	GS13	158	0.25732899022801303
4004935158	GS14	58	0.09446254071661238
4004935158	GS2	50	0.08143322475570032
4004935158	GS3	34	0.05537459283387622
4004935158	GS4	29	0.04723127035830619
4004935158	GS5	5	0.008143322475570033
4004935158	GS6	2	0.003257328990228013
4004935158	GS7	239	0.38925081433224756
4004935158	GS8	11	0.017915309446254073
4004935158	GS9	14	0.02280130293159609
4004935268	GS1	23	0.00623475196530225
4004935268	GS11	327	0.08864190837625373
4004935268	GS12	19	0.005150447275684467
4004935268	GS13	1042	0.2824613716454324
4004935268	GS14	80	0.021686093792355653
4004935268	GS2	21	0.0056925996204933585
4004935268	GS3	6	0.001626457034426674
4004935268	GS4	6	0.001626457034426674
4004935268	GS5	6	0.001626457034426674
4004935268	GS6	3	8.13228517213337e-4
4004935268	GS7	2133	0.5782054757386825
4004935268	GS8	3	8.13228517213337e-4
4004935268	GS9	20	0.005421523448088913
4004935338	GS1	10	0.0040436716538617065
4004935338	GS10	2	8.087343307723412e-4
4004935338	GS11	1	4.043671653861706e-4
4004935338	GS12	133	0.053780832996360696
4004935338	GS13	3	0.001213101496158512
4004935338	GS14	440	0.1779215527699151
4004935338	GS2	123	0.04973716134249899
4004935338	GS3	70	0.028305701577031946
4004935338	GS4	75	0.0303275374039628
4004935338	GS5	801	0.3238980994743227
4004935338	GS7	806	0.3259199353012535
4004935338	GS8	6	0.002426202992317024
4004935338	GS9	3	0.001213101496158512
4005935278	GS1	66	0.022837370242214532
4005935278	GS13	1	3.4602076124567473e-4
4005935278	GS2	8	0.002768166089965398
4005935278	GS3	1263	0.4370242214532872
4005935278	GS4	206	0.07128027681660899
4005935278	GS5	31	0.010726643598615917
4005935278	GS6	965	0.33391003460207613
4005935278	GS7	350	0.12110726643598616
4005935328	GS1	5	0.011467889908256881
4005935328	GS13	3	0.006880733944954129
4005935328	GS3	28	0.06422018348623854
4005935328	GS4	6	0.013761467889908258
4005935328	GS5	100	0.22935779816513763
4005935328	GS6	290	0.6651376146788991
4005935328	GS7	4	0.009174311926605505
4005935358	GS3	4	0.5714285714285714
4005935358	GS5	2	0.2857142857142857
4005935358	GS6	1	0.14285714285714285
4006635198	GS1	36	0.002650957290132548
4006635198	GS10	44	0.003240058910162003
4006635198	GS11	41	0.0030191458026509574
4006635198	GS12	30	0.0022091310751104565
4006635198	GS13	2079	0.15309278350515465
4006635198	GS14	435	0.03203240058910162
4006635198	GS2	141	0.010382916053019145
4006635198	GS3	105	0.007731958762886598
4006635198	GS4	83	0.0061119293078055964
4006635198	GS5	543	0.03998527245949926
4006635198	GS6	85	0.0062592047128129605
4006635198	GS7	9611	0.7077319587628866
4006635198	GS8	270	0.019882179675994108
4006635198	GS9	77	0.005670103092783505
4006635258	GS1	37	0.005659223003976751
4006635258	GS10	44	0.00672988681553992
4006635258	GS11	54	0.0082594065463444475
4006635258	GS12	206	0.03150810645457326
4006635258	GS13	964	0.14744570204955643
4006635258	GS14	211	0.03227286631997553
4006635258	GS2	150	0.02294279596206791
4006635258	GS3	158	0.02416641174671153
4006635258	GS4	100	0.015295197308045273
4006635258	GS5	285	0.04359131232792903
4006635258	GS6	39	0.005965126950137657
4006635258	GS7	3762	0.5754053227286632
4006635258	GS8	396	0.06056898133985929
4006635258	GS9	132	0.02018966044661976
4006635278	GS1	91	0.007705986959098993
4006635278	GS10	74	0.0062664069777288505
4006635278	GS11	86	0.0072825810822254216
4006635278	GS12	2099	0.1777457871115251
4006635278	GS13	2171	0.18384283173850452
4006635278	GS14	1593	0.13489711237191973
4006635278	GS2	350	0.02963841138114997
4006635278	GS3	133	0.011262596324836989
4006635278	GS4	105	0.00889152341434499
4006635278	GS5	286	0.02421881615716826
4006635278	GS6	85	0.007197899906850707
4006635278	GS7	4110	0.3480396307900754
4006635278	GS8	447	0.03785248539249725
4006635278	GS9	179	0.015157930392073842
4006635338	GS1	1	0.09090909090909091
4006635338	GS13	1	0.09090909090909091
4006635338	GS14	2	0.18181818181818182
4006635338	GS5	2	0.18181818181818182
4006635338	GS6	2	0.18181818181818182
4006635338	GS7	3	0.2727272727272727
4006935208	GS1	63	0.02195121951219512
4006935208	GS10	14	0.004878048780487805
4006935208	GS11	205	0.07142857142857142
4006935208	GS12	103	0.03588850174216028
4006935208	GS13	1576	0.5491289198606272
4006935208	GS14	45	0.0156794425087108
4006935208	GS2	319	0.11114982578397213
4006935208	GS3	137	0.04773519163763066
4006935208	GS4	120	0.041811846689895474
4006935208	GS5	95	0.033101045296167246
4006935208	GS6	44	0.015331010452961672
4006935208	GS7	58	0.020209059233449476
4006935208	GS8	83	0.0289198606271777
4006935208	GS9	8	0.0027874564459930314
4006935248	GS1	18	0.005581395348837209
4006935248	GS10	215	0.06666666666666667
4006935248	GS11	1089	0.33767441860465114
4006935248	GS12	17	0.005271317829457364
4006935248	GS13	55	0.017054263565891473
4006935248	GS14	5	0.0015503875968992248
4006935248	GS2	42	0.013023255813953489
4006935248	GS3	15	0.004651162790697674
4006935248	GS4	4	0.00124031007751938
4006935248	GS5	211	0.06542635658914729
4006935248	GS6	4	0.00124031007751938
4006935248	GS7	14	0.004341085271317829
4006935248	GS8	1406	0.435968992248062
4006935248	GS9	130	0.040310077519379844
4006935358	GS1	49	0.028554778554778556
4006935358	GS10	483	0.28146853146853146
4006935358	GS11	1	0.00058275058275058275
4006935358	GS12	56	0.03263403263403263
4006935358	GS13	304	0.17715617715617715
4006935358	GS14	58	0.0337995337995338
4006935358	GS2	89	0.051864801864801864
4006935358	GS3	47	0.027389277389277388
4006935358	GS4	39	0.022727272727272728
4006935358	GS6	13	0.007575757575757576
4006935358	GS8	61	0.035547785547785545
4006935358	GS9	516	0.3006993006993007
4007135108	GS1	12	0.0027309968138370506
4007135108	GS10	3	6.827492034592626e-4
4007135108	GS11	25	0.005689576695493855
4007135108	GS12	51	0.011606736458807465
4007135108	GS13	133	0.03026854802002731
4007135108	GS14	3494	0.7951752389622212
4007135108	GS2	19	0.00432407828857533
4007135108	GS3	66	0.015020482476103778
4007135108	GS4	36	0.008192990441511151
4007135108	GS5	90	0.020482476103777878
4007135108	GS6	55	0.012517068730086482
4007135108	GS7	375	0.08534365043240782
4007135108	GS8	22	0.005006827492034593
4007135108	GS9	13	0.0029585798816568047
4007135118	GS1	32	0.003898635477582846
4007135118	GS10	20	0.0024366471734892786
4007135118	GS11	45	0.005482456140350877
4007135118	GS12	417	0.05080409356725146
4007135118	GS13	537	0.06542397660818713
4007135118	GS14	1727	0.21040448343079923
4007135118	GS2	79	0.00962475633528265
4007135118	GS3	61	0.0074317738791423
4007135118	GS4	26	0.003167641325536062
4007135118	GS5	408	0.049707602339181284
4007135118	GS6	150	0.01827485380116959
4007135118	GS7	4548	0.554093567251462
4007135118	GS8	90	0.010964912280701754
4007135118	GS9	68	0.008284600389863547
4007135148	GS1	184	0.017294858539336405
4007135148	GS10	6	5.639627784566219e-4
4007135148	GS11	265	0.0249083560485008
4007135148	GS12	94	0.008835416862487075
4007135148	GS13	128	0.012031205940407933
4007135148	GS14	481	0.04521101607293919
4007135148	GS2	432	0.04060532004887677
4007135148	GS3	347	0.032615847354074634
4007135148	GS4	121	0.011373249365541875
4007135148	GS5	81	0.007613497509164395
4007135148	GS6	10	9.399379640943697e-4
4007135148	GS7	8442	0.793495629288467
4007135148	GS8	34	0.0031957890779208574
4007135148	GS9	14	0.0013159131497321177
4007135288	GS1	3	0.0019392372333548805
4007135288	GS10	37	0.023917259211376857
4007135288	GS11	227	0.14673561732385262
4007135288	GS12	403	0.2605042016806723
4007135288	GS13	11	0.007110536522301228
4007135288	GS14	216	0.1396250808015514
4007135288	GS2	47	0.030381383322559793
4007135288	GS3	23	0.014867485455720749
4007135288	GS4	21	0.013574660633484163
4007135288	GS5	2	0.001292824822236587
4007135288	GS6	10	0.006464124111182934
4007135288	GS7	341	0.22042663219133807
4007135288	GS8	114	0.07369101486748546
4007135288	GS9	92	0.059469941822882996
4007235168	GS1	308	0.850828729281768
4007235168	GS14	1	0.0027624309392265192
4007235168	GS2	47	0.1298342541436464
4007235168	GS4	1	0.0027624309392265192
4007235168	GS5	1	0.0027624309392265192
4007235168	GS6	1	0.0027624309392265192
4007235168	GS7	2	0.0055248618784530384
4007235168	GS8	1	0.0027624309392265192
4007235278	GS1	4687	0.8984090473452175
4007235278	GS11	1	1.9168104274487253e-4
4007235278	GS2	508	0.09737396971439524
4007235278	GS4	17	0.003258577726662833
4007235278	GS5	1	1.9168104274487253e-4
4007235278	GS6	2	3.8336208548974505e-4
4007235278	GS8	1	1.9168104274487253e-4
4007435168	GS1	24	0.002153818540787939
4007435168	GS10	76	0.006820425379161806
4007435168	GS11	2	1.794848783989949e-4
4007435168	GS12	100	0.008974243919949745
4007435168	GS13	62	0.005564031230368842
4007435168	GS14	4	3.589697567979898e-4
4007435168	GS2	133	0.011935744413533159
4007435168	GS3	61	0.005474288791169344
4007435168	GS4	65	0.005833258547967334
4007435168	GS5	9969	0.89464237637979
4007435168	GS6	73	0.006551198061563313
4007435168	GS7	9	8.076819527954769e-4
4007435168	GS8	338	0.030332944449430136
4007435168	GS9	227	0.02037153369828592
4007435248	GS1	285	0.03579952267303103
4007435248	GS10	226	0.028388393417912324
4007435248	GS11	2	2.5122472051249844e-4
4007435248	GS12	120	0.015073483230749906
4007435248	GS13	71	0.008918477578193694
4007435248	GS14	408	0.05124984298454968
4007435248	GS2	900	0.1130511242306243
4007435248	GS3	36	0.004522044969224971
4007435248	GS4	20	0.0025122472051249843
4007435248	GS5	4457	0.5598542896621027
4007435248	GS6	26	0.0032659213666624796
4007435248	GS7	18	0.0022610224846124857
4007435248	GS8	919	0.11543775907549303
4007435248	GS9	473	0.059414646401205876
4007435258	GS1	4	0.05063291139240506
4007435258	GS12	2	0.02531645569620253
4007435258	GS2	2	0.02531645569620253
4007435258	GS5	71	0.8987341772151899
4007535198	GS1	10	0.125
4007535198	GS2	69	0.8625
4007535198	GS4	1	0.0125
4007535358	GS1	408	0.09631728045325778
4007535358	GS13	5	0.0011803588290840415
4007535358	GS2	1650	0.3895184135977337
4007535358	GS3	1672	0.3947119924457035
4007535358	GS4	495	0.11685552407932011
4007535358	GS6	6	0.00141643059490085
4008435158	GS1	1454	0.392442645074224
4008435158	GS10	934	0.25209176788124155
4008435158	GS14	14	0.003778677462887989
4008435158	GS2	34	0.009176788124156544
4008435158	GS3	149	0.04021592442645074
4008435158	GS4	89	0.024021592442645075
4008435158	GS5	7	0.0018893387314439945
4008435158	GS8	94	0.025371120107962213
4008435158	GS9	930	0.25101214574898784
4008435348	GS1	14	0.13861386138613863
4008435348	GS2	2	0.019801980198019802
4008435348	GS3	5	0.04950495049504951
4008435348	GS4	3	0.0297029702970297
4008435348	GS5	1	0.009900990099009901
4008435348	GS6	76	0.7524752475247525
4008435358	GS6	1	1
4009035168	GS1	1107	0.09488300334276163
4009035168	GS12	8	6.856946944373018e-4
4009035168	GS13	674	0.05776977800634268
4009035168	GS2	75	0.006428387760349704
4009035168	GS3	304	0.02605639838861747
4009035168	GS4	50	0.004285591840233137
4009035168	GS5	119	0.010199708579754864
4009035168	GS6	9068	0.7772349361446815
4009035168	GS7	253	0.02168509471157967
4009035168	GS8	9	7.714065312419646e-4
4009035268	GS1	1370	0.06548757170172084
4009035268	GS10	2	9.560229445506692e-5
4009035268	GS11	2	9.560229445506692e-5
4009035268	GS13	3	1.434034416826004e-4
4009035268	GS14	9	4.3021032504780116e-4
4009035268	GS2	75	0.0035850860420650094
4009035268	GS3	7851	0.3752868068833652
4009035268	GS4	1471	0.07031548757170172
4009035268	GS5	157	0.007504780114722753
