SampleID	Clade	n	propClade
1062901318	C3	13	0.005652173913043478
1062901318	C4	1668	0.7252173913043478
1062901318	C5	144	0.06260869565217392
1900401198	C1	3715	0.732597120883455
1900401198	C2	84	0.016564780122263853
1900401198	C3	12	0.0023663971603234074
1900401198	C4	737	0.14533622559652928
1900401198	C5	523	0.10313547623742851
1900401288	C1	123	0.004679831069512612
1900401288	C2	80	0.0030437925655366588
1900401288	C3	7	2.663318494844576e-4
1900401288	C4	1	3.804740706920823e-5
1900401288	C5	26072	0.991971997108397
1900401398	C1	161	0.011576071325855622
1900401398	C2	188	0.013517400057520852
1900401398	C3	8	5.752085130859936e-4
1900401398	C4	1	7.19010641357492e-5
1900401398	C5	13550	0.9742594190394018
1902401118	C1	490	0.14732411304870716
1902401118	C3	13	0.0039085989176187615
1902401118	C4	2823	0.8487672880336741
1902401208	C1	308	0.07938144329896907
1902401208	C3	5	0.001288659793814433
1902401208	C4	3567	0.9193298969072164
1902401308	C1	852	0.18545929473225947
1902401308	C2	2	4.3535045711797995e-4
1902401308	C3	7	0.0015237265999129299
1902401308	C4	3731	0.8121462777535916
1902401308	C6	2	4.3535045711797995e-4
2050501168	C2	36	0.3829787234042553
2050501168	C4	58	0.6170212765957447
2050501298	C4	321	0.9968944099378882
2050501298	C6	1	0.003105590062111801
2050501348	C2	16	0.07582938388625593
2050501348	C4	195	0.9241706161137441
4002101198	C1	1709	0.10684588934041889
4002101198	C2	640	0.04001250390747108
4002101198	C3	1657	0.10359487339793685
4002101198	C4	10114	0.6323226008127539
4002101198	C5	1487	0.09296655204751485
4002101198	C6	388	0.024257580493904345
4002101298	C1	6	0.0026327336551118913
4002101298	C2	2075	0.9104870557261957
4002101298	C3	84	0.036858271171566474
4002101298	C4	114	0.050021939447125935
4002135018	C1	197	0.009660177511891336
4002135018	C2	5867	0.28769675869170797
4002135018	C3	14246	0.698573039768548
4002135018	C4	81	0.003971951159711665
4002135018	C6	2	9.807286814102878e-5
4003235018	C1	9	0.001044689495066744
4003235018	C2	485	0.05629715612304121
4003235018	C3	7	8.125362739408009e-4
4003235018	C4	8114	0.9418456181079512
4003235288	C1	377	0.0752645238570573
4003235288	C2	9	0.0017967658215212617
4003235288	C3	4513	0.9009782391694949
4003235288	C4	110	0.021960471151926533
4003235368	C1	1984	0.2056811113414887
4003235368	C2	73	0.007567903794318888
4003235368	C3	3177	0.32935931992535766
4003235368	C4	4411	0.4572879950238441
4003235368	C6	1	1.0366991499066971e-4
4004235208	C1	87	0.012465969336581171
4004235208	C2	314	0.04499211921478722
4004235208	C3	6478	0.9282132110617567
4004235208	C5	15	0.0021493050580312367
4004235208	C6	85	0.012179395328843674
4004235248	C1	120	0.007551919446192574
4004235248	C2	6997	0.4403398363750787
4004235248	C3	7392	0.46519823788546255
4004235248	C4	23	0.00144745122718691
4004235248	C5	190	0.01195720578980491
4004235248	C6	1168	0.07350534927627439
4004235268	C1	92	0.02977346278317152
4004235268	C2	214	0.06925566343042071
4004235268	C3	1584	0.512621359223301
4004235268	C5	1181	0.38220064724919095
4004235268	C6	19	0.006148867313915857
4004735328	C1	452	0.428842504743833
4004735328	C2	11	0.010436432637571158
4004735328	C4	451	0.4278937381404175
4004735328	C5	125	0.11859582542694497
4004735328	C6	15	0.014231499051233396
4004735368	C1	308	0.4117647058823529
4004735368	C2	16	0.0213903743315508
4004735368	C4	128	0.1711229946524064
4004735368	C5	281	0.37566844919786097
4004735368	C6	15	0.020053475935828877
4004935158	C1	131	0.11592920353982301
4004935158	C2	154	0.13628318584070798
4004935158	C3	516	0.45663716814159294
4004935158	C4	8	0.007079646017699115
4004935158	C5	10	0.008849557522123894
4004935158	C6	311	0.2752212389380531
4004935268	C1	91	0.015063731170336037
4004935268	C2	632	0.1046184406555206
4004935268	C3	3332	0.5515643105446119
4004935268	C4	10	0.0016553550736633008
4004935268	C5	36	0.005959278265187883
4004935268	C6	1940	0.3211388842906803
4004935338	C1	339	0.09929701230228472
4004935338	C2	361	0.1057410661980082
4004935338	C3	1230	0.3602811950790861
4004935338	C4	1210	0.35442296426479203
4004935338	C5	271	0.07937902753368482
4004935338	C6	3	8.787346221441124e-4
4005935278	C1	135	0.019890968027110652
4005935278	C2	4118	0.6067481950788272
4005935278	C3	631	0.09297185796375423
4005935278	C4	1902	0.28024163842640343
4005935278	C5	1	1.4734050390452334e-4
4005935328	C1	20	0.02178649237472767
4005935328	C2	113	0.12309368191721133
4005935328	C3	15	0.016339869281045753
4005935328	C4	770	0.8387799564270153
4005935358	C2	10	1
4006635198	C1	408	0.017143577461237867
4006635198	C2	444	0.018656246060758854
4006635198	C3	17523	0.7362914408168411
4006635198	C4	1438	0.060422706836421695
4006635198	C5	71	0.0029833186268330603
4006635198	C6	3915	0.16450271019790746
4006635258	C1	400	0.032208712456719545
4006635258	C2	608	0.048957242934213704
4006635258	C3	8604	0.6928094049440373
4006635258	C4	641	0.051614461711893066
4006635258	C5	348	0.028021579837346003
4006635258	C6	1818	0.14638859811579033
4006635278	C1	1063	0.05482490071690133
4006635278	C2	722	0.03723760895353035
4006635278	C3	9478	0.48883387487750785
4006635278	C4	709	0.03656712568982413
4006635278	C5	3717	0.19170663778431069
4006635278	C6	3700	0.19082985197792562
4006635338	C1	6	0.35294117647058826
4006635338	C3	8	0.47058823529411764
4006635338	C4	2	0.11764705882352941
4006635338	C6	1	0.058823529411764705
4006935208	C1	1177	0.1832191780821918
4006935208	C2	959	0.14928393524283937
4006935208	C3	721	0.11223536737235368
4006935208	C4	237	0.03689290161892902
4006935208	C5	193	0.030043586550435864
4006935208	C6	3137	0.4883250311332503
4006935248	C1	155	0.01178886522665044
4006935248	C2	2142	0.16291451171280802
4006935248	C3	10515	0.7997414055369638
4006935248	C4	239	0.018177669607544873
4006935248	C5	28	0.0021296014602981443
4006935248	C6	69	0.005247946455734713
4006935358	C1	250	0.05591590248266607
4006935358	C2	257	0.05748154775218072
4006935358	C3	3240	0.7246700961753523
4006935358	C4	54	0.01207783493625587
4006935358	C5	94	0.021024379333482442
4006935358	C6	576	0.12883023932006263
4007135108	C1	58	0.033642691415313224
4007135108	C2	200	0.11600928074245939
4007135108	C3	764	0.4431554524361949
4007135108	C4	344	0.19953596287703015
4007135108	C5	102	0.05916473317865429
4007135108	C6	256	0.14849187935034802
4007135118	C1	260	0.022309936502488414
4007135118	C2	211	0.018105371546250214
4007135118	C3	8093	0.6944396773639951
4007135118	C4	1124	0.09644757164921915
4007135118	C5	923	0.07920027458383387
4007135118	C6	1043	0.08949716835421315
4007135148	C1	1654	0.08986688399891334
4007135148	C2	1124	0.06107036131486009
4007135148	C3	14971	0.8134202662320021
4007135148	C4	187	0.010160282531920674
4007135148	C5	216	0.0117359413202934
4007135148	C6	253	0.013746264602010323
4007135288	C1	121	0.04293825408090845
4007135288	C2	489	0.17352732434350604
4007135288	C3	1400	0.49680624556423
4007135288	C4	19	0.00674237047551455
4007135288	C5	770	0.27324343506032645
4007135288	C6	19	0.00674237047551455
4007235168	C1	735	0.9671052631578947
4007235168	C2	20	0.02631578947368421
4007235168	C3	3	0.003947368421052632
4007235168	C4	1	0.0013157894736842105
4007235168	C6	1	0.0013157894736842105
4007235278	C1	11088	0.9751978891820581
4007235278	C2	274	0.024098504837291118
4007235278	C3	3	2.638522427440633e-4
4007235278	C4	3	2.638522427440633e-4
4007235278	C5	1	8.795074758135444e-5
4007235278	C6	1	8.795074758135444e-5
4007435168	C1	349	0.016190387827055112
4007435168	C2	267	0.012386342549638153
4007435168	C3	2144	0.0994618667656337
4007435168	C4	18410	0.8540545555761737
4007435168	C5	186	0.008628688068287252
4007435168	C6	200	0.009278159213212098
4007435248	C1	2992	0.17911877394636017
4007435248	C2	71	0.0042504789272030654
4007435248	C3	6241	0.37362308429118773
4007435248	C4	7039	0.42139607279693486
4007435248	C5	236	0.014128352490421455
4007435248	C6	125	0.00748323754789272
4007435258	C1	13	0.1015625
4007435258	C4	110	0.859375
4007435258	C5	1	0.0078125
4007435258	C6	4	0.03125
4007535198	C1	231	0.9956896551724138
4007535198	C2	1	0.004310344827586207
4007535358	C1	5647	0.5529768899334117
4007535358	C2	4561	0.4466314140227184
4007535358	C3	1	9.792401096748923e-5
4007535358	C6	3	2.937720329024677e-4
4008435158	C1	3798	0.375816346724718
4008435158	C2	206	0.020383930338412824
4008435158	C3	6009	0.5945972689491391
4008435158	C4	92	0.009103502869582426
4008435158	C6	1	9.895111814763506e-5
4008435348	C1	43	0.25
4008435348	C2	9	0.05232558139534884
4008435348	C4	120	0.6976744186046512
4008435358	C4	3	1
4009035168	C1	2089	0.0987940411444786
4009035168	C2	868	0.04104989359186569
4009035168	C3	193	0.009127453298652164
4009035168	C4	16595	0.7848191061716718
4009035168	C5	17	8.039725703475999e-4
4009035168	C6	1383	0.06540553322298416
4009035268	C1	3699	0.08215253409141385
4009035268	C2	23184	0.5149025007773287
4009035268	C3	188	0.0041753653444676405
4009035268	C4	17948	0.3986141340558788
4009035268	C6	7	1.554657309110292e-4
4009035368	C1	4248	0.3231892878880097
4009035368	C2	5275	0.40132379793061473
4009035368	C3	42	0.0031953743152769326
4009035368	C4	3576	0.2720632988435788
4009035368	C6	3	2.282410225197809e-4
4009835178	C1	523	0.05055582406959884
4009835178	C2	216	0.020879652005799904
4009835178	C3	9574	0.9254712421459642
4009835178	C5	32	0.0030932817786370227
4009835228	C1	140	0.029679881280474878
4009835228	C2	209	0.04430782276870893
4009835228	C3	4287	0.9088403646385415
4009835228	C5	81	0.017171931312274753
4009835268	C1	66	0.013712861001454394
4009835268	C2	114	0.023685850820693955
4009835268	C3	4630	0.9619779763141492
4009835268	C5	3	6.233118637024725e-4
