SampleID	SpeciesNumber	n	propGenomospecies	Genomospecies
4006635278	13	1213	0.16525885558583106	13
4006635338	1	1	0.2	1
4006635338	2	1	0.2	2
4006635338	6	2	0.4	6
4006635338	8	1	0.2	8
4006935208	1	53	0.025298329355608593	1
4006935208	2	361	0.17231503579952268	2
4006935208	3	142	0.06778042959427208	3
4006935208	4	75	0.03579952267303103	4
4006935208	5	23	0.010978520286396181	5
4006935208	6	15	0.007159904534606206	6
4006935208	7	8	0.0038186157517899762	7
4006935208	8	250	0.11933174224343675	8
4006935208	9	2	9.546539379474941e-4	9
4006935208	10	6	0.002863961813842482	10
4006935208	11	161	0.07684964200477327	11
4006935208	12	66	0.031503579952267304	12
4006935208	13	933	0.445346062052506	13
4006935248	1	26	0.007386363636363636	1
4006935248	2	33	0.009375	2
4006935248	3	13	0.003693181818181818	3
4006935248	4	18	0.005113636363636364	4
4006935248	5	29	0.008238636363636363	5
4006935248	6	9	0.002556818181818182	6
4006935248	7	23	0.006534090909090909	7
4006935248	8	2469	0.7014204545454545	8
4006935248	9	34	0.009659090909090909	9
4006935248	10	78	0.02215909090909091	10
4006935248	11	746	0.2119318181818182	11
4006935248	12	14	0.003977272727272727	12
4006935248	13	28	0.007954545454545454	13
4006935358	1	44	0.03127221037668799	1
4006935358	2	36	0.0255863539445629	2
4006935358	3	16	0.011371712864250177	3
4006935358	4	90	0.06396588486140725	4
4006935358	5	13	0.00923951670220327	5
4006935358	6	11	0.007818052594171997	6
4006935358	8	314	0.22316986496090974	8
4006935358	9	326	0.23169864960909736	9
4006935358	10	340	0.24164889836531628	10
4006935358	12	32	0.022743425728500355	12
4006935358	13	185	0.13148542999289267	13
4007135108	1	11	0.017770597738287562	1
4007135108	2	10	0.01615508885298869	2
4007135108	3	61	0.09854604200323101	3
4007135108	4	3	0.004846526655896607	4
4007135108	5	21	0.033925686591276254	5
4007135108	6	66	0.10662358642972536	6
4007135108	7	263	0.42487883683360256	7
4007135108	8	42	0.06785137318255251	8
4007135108	9	10	0.01615508885298869	9
4007135108	10	5	0.008077544426494346	10
4007135108	11	22	0.035541195476575124	11
4007135108	12	27	0.04361873990306947	12
4007135108	13	78	0.1260096930533118	13
4007135118	1	24	0.005808325266214908	1
4007135118	2	98	0.02371732817037754	2
4007135118	3	53	0.012826718296224589	3
4007135118	4	6	0.001452081316553727	4
4007135118	5	95	0.022991287512100677	5
4007135118	6	177	0.04283639883833495	6
4007135118	7	2811	0.6803000968054211	7
4007135118	8	166	0.04017424975798645	8
4007135118	9	20	0.00484027105517909	9
4007135118	10	7	0.0016940948693126815	10
4007135118	11	31	0.007502420135527589	11
4007135118	12	319	0.07720232333010649	12
4007135118	13	325	0.07865440464666021	13
4007135148	1	111	0.016033511483460928	1
4007135148	2	512	0.07395637729308104	2
4007135148	3	236	0.034089267658529536	3
4007135148	4	13	0.0018777986422071355	4
4007135148	5	12	0.0017333525928065867	5
4007135148	6	13	0.0018777986422071355	6
4007135148	7	5575	0.8052867254080601	7
4007135148	8	67	0.009677885309836777	8
4007135148	9	4	5.777841976021956e-4	9
4007135148	10	1	1.444460494005489e-4	10
4007135148	11	221	0.0319225769175213	11
4007135148	12	75	0.010833453705041168	12
4007135148	13	83	0.011989022100245559	13
4007135288	1	11	0.011247443762781187	1
4007135288	2	36	0.03680981595092025	2
4007135288	3	19	0.019427402862985686	3
4007135288	4	6	0.006134969325153374	4
4007135288	5	2	0.002044989775051125	5
4007135288	6	2	0.002044989775051125	6
4007135288	7	250	0.2556237218813906	7
4007135288	8	142	0.14519427402862986	8
4007135288	9	61	0.06237218813905931	9
4007135288	10	9	0.009202453987730062	10
4007135288	11	174	0.17791411042944785	11
4007135288	12	260	0.2658486707566462	12
4007135288	13	6	0.006134969325153374	13
4007235168	1	228	0.7889273356401384	1
4007235168	2	41	0.14186851211072665	2
4007235168	3	17	0.058823529411764705	3
4007235168	4	1	0.0034602076124567475	4
4007235168	7	2	0.006920415224913495	7
4007235278	1	3431	0.8325649114292647	1
4007235278	2	495	0.12011647658335356	2
4007235278	3	171	0.04149478281970396	3
4007235278	4	19	0.00461053142441155	4
4007235278	5	1	2.426595486532395e-4	5
4007235278	6	1	2.426595486532395e-4	6
4007235278	7	1	2.426595486532395e-4	7
4007235278	8	2	4.85319097306479e-4	8
4007435168	1	21	0.002205650666946749	1
4007435168	2	120	0.012603718096838567	2
4007435168	3	57	0.00598676609599832	3
4007435168	4	47	0.004936456254595106	4
4007435168	5	8666	0.9101985085600252	5
4007435168	6	18	0.001890557714525785	6
4007435168	7	13	0.0013654027938241782	7
4007435168	8	315	0.03308476000420124	8
4007435168	9	140	0.014704337779644996	9
4007435168	10	6	6.301859048419284e-4	10
4007435168	12	72	0.00756223085810314	12
4007435168	13	46	0.004831425270454784	13
4007435248	1	227	0.04295987887963664	1
4007435248	2	681	0.12887963663890992	2
4007435248	3	23	0.004352763058289175	3
4007435248	4	6	0.0011355034065102195	4
4007435248	5	2859	0.5410673732021196	5
4007435248	6	22	0.004163512490537472	6
4007435248	7	12	0.002271006813020439	7
4007435248	8	912	0.17259651778955337	8
4007435248	9	394	0.07456472369417108	9
4007435248	10	17	0.0032172596517789556	10
4007435248	11	3	5.677517032551098e-4	11
4007435248	12	85	0.016086298258894776	12
4007435248	13	43	0.00813777441332324	13
4007435258	1	1	0.030303030303030304	1
4007435258	2	1	0.030303030303030304	2
4007435258	5	31	0.9393939393939394	5
4007535198	1	7	0.06542056074766354	1
4007535198	2	99	0.9252336448598131	2
4007535198	11	1	0.009345794392523364	11
4007535358	1	245	0.05768777960913586	1
4007535358	2	1880	0.442665410878267	2
4007535358	3	2016	0.4746880150694608	3
4007535358	4	102	0.024016953143395338	4
4007535358	11	4	9.418412997409936e-4	11
4008435158	1	1410	0.4220293325351691	1
4008435158	2	15	0.004489673750374139	2
4008435158	3	123	0.036815324753067945	3
4008435158	4	12	0.0035917390002993114	4
4008435158	5	26	0.007782101167315175	5
4008435158	6	5	0.00149655791679138	6
4008435158	8	543	0.16252618976354385	8
4008435158	9	604	0.18078419634839868	9
4008435158	10	603	0.1804848847650404	10
4008435348	1	11	0.22	1
4008435348	3	3	0.06	3
