SampleID	Clade	n	propClade
1061235278	6	2	1
1061635088	1	47	0.009781477627471384
1061635088	2	177	0.0368366285119667
1061635088	3	26	0.005411030176899064
1061635088	4	4555	0.9479708636836629
1061635208	1	174	0.05107132374523041
1061635208	2	101	0.029644848840622247
1061635208	3	21	0.006163780452010567
1061635208	4	3110	0.9128265336072792
1061635208	6	1	2.93513354857646e-4
1061635368	1	79	0.07559808612440191
1061635368	2	29	0.027751196172248804
1061635368	4	935	0.8947368421052632
1061635368	6	2	0.0019138755980861245
1062101108	1	146	0.948051948051948
1062101108	2	8	0.05194805194805195
1062101238	1	29	0.9354838709677419
1062101238	2	2	0.06451612903225806
1062101338	1	24	1
1062701128	1	99	0.093308199811498585
1062701128	2	29	0.027332704995287466
1062701128	3	678	0.6390197926484449
1062701128	4	58	0.05466540999057493
1062701128	5	149	0.14043355325164938
1062701128	6	48	0.04524033930254477
1062701298	1	1	0.007575757575757576
1062701298	2	13	0.09848484848484848
1062701298	4	116	0.8787878787878788
1062701298	6	2	0.015151515151515152
1062735148	1	41	0.02849200833912439
1062735148	2	18	0.01250868658790827
1062735148	3	1008	0.700486448922863
1062735148	4	120	0.08339124391938846
1062735148	5	165	0.11466296038915914
1062735148	6	87	0.06045865184155664
1062735198	1	177	0.07378074197582327
1062735198	2	155	0.06461025427261359
1062735198	3	1263	0.5264693622342643
1062735198	4	91	0.03793247186327636
1062735198	5	205	0.0854522717799083
1062735198	6	508	0.21175489787411422
1062901138	1	58	0.16201117318435754
1062901138	3	21	0.05865921787709497
1062901138	4	271	0.7569832402234636
1062901138	5	8	0.0223463687150838
1062901218	1	147	0.29938900203665986
1062901218	2	19	0.038696537678207736
1062901218	3	31	0.06313645621181263
1062901218	4	291	0.5926680244399185
1062901218	5	3	0.006109979633401222
1062901318	1	25	0.13227513227513227
1062901318	2	1	0.005291005291005291
1062901318	3	13	0.06878306878306878
1062901318	4	134	0.708994708994709
1062901318	5	16	0.08465608465608465
1900401198	1	91	0.2570621468926554
1900401198	2	37	0.10451977401129943
1900401198	4	146	0.4124293785310734
1900401198	5	80	0.22598870056497175
1900401288	1	1	2.2011886418666079e-4
1900401288	2	35	0.007704160246533128
1900401288	3	2	4.4023772837332157e-4
1900401288	4	1	2.2011886418666079e-4
1900401288	5	4504	0.9914153642967203
1900401398	1	5	0.0021691973969631237
1900401398	2	91	0.03947939262472885
1900401398	3	2	8.676789587852494e-4
1900401398	5	2207	0.9574837310195228
1902401118	1	27	0.08463949843260188
1902401118	3	6	0.018808777429467086
1902401118	4	286	0.896551724137931
1902401208	1	12	0.03287671232876712
1902401208	3	3	0.00821917808219178
1902401208	4	350	0.958904109589041
1902401308	1	43	0.09148936170212765
1902401308	3	3	0.006382978723404255
1902401308	4	424	0.902127659574468
2050501168	2	13	0.6842105263157895
2050501168	4	6	0.3157894736842105
2050501298	2	1	0.05
2050501298	4	19	0.95
2050501348	2	1	0.05263157894736842
2050501348	4	18	0.9473684210526315
4002101198	1	667	0.1441850410722006
4002101198	2	233	0.050367488110678774
4002101198	3	1037	0.22416774751405102
4002101198	4	1990	0.4301772589710333
4002101198	5	250	0.054042369217466496
4002101198	6	449	0.09706009511456982
4002101298	1	8	0.008686210640608035
4002101298	2	821	0.8914223669923995
4002101298	3	89	0.09663409337676439
4002101298	4	3	0.003257328990228013
4002135018	1	51	0.002799275481640046
4002135018	2	1884	0.10340852955705582
4002135018	3	16280	0.8935726439431363
4002135018	4	4	2.1955101816784674e-4
4003235018	1	1	0.0014858841010401188
4003235018	2	251	0.37295690936106984
4003235018	3	4	0.005943536404160475
4003235018	4	417	0.6196136701337296
4003235288	1	137	0.13275193798449614
4003235288	2	6	0.005813953488372093
4003235288	3	877	0.8498062015503876
4003235288	4	12	0.011627906976744186
4003235368	1	539	0.3610180843938379
4003235368	2	37	0.02478231748158071
4003235368	3	616	0.4125920964501005
4003235368	4	301	0.2016075016744809
4004235208	1	32	0.019987507807620236
4004235208	2	305	0.1905059337913804
4004235208	3	1160	0.7245471580262336
4004235208	4	1	6.246096189881324e-4
4004235208	5	4	0.0024984384759525295
4004235208	6	99	0.06183635227982511
4004235248	1	70	0.006735950731331794
4004235248	2	7578	0.7292147806004619
4004235248	3	1256	0.12086220169361046
4004235248	4	14	0.0013471901462663587
4004235248	5	37	0.003560431100846805
4004235248	6	1437	0.13827944572748269
4004235268	1	33	0.04342105263157895
4004235268	2	209	0.275
4004235268	3	285	0.375
4004235268	4	1	0.0013157894736842105
4004235268	5	211	0.2776315789473684
4004235268	6	21	0.02763157894736842
4004735328	1	151	0.648068669527897
4004735328	2	3	0.012875536480686695
4004735328	4	33	0.14163090128755365
4004735328	5	32	0.13733905579399142
4004735328	6	14	0.060085836909871244
4004735368	1	80	0.5128205128205128
4004735368	2	3	0.019230769230769232
4004735368	4	3	0.019230769230769232
4004735368	5	54	0.34615384615384615
4004735368	6	16	0.10256410256410256
4004935158	1	33	0.045020463847203276
4004935158	2	59	0.08049113233287858
4004935158	3	278	0.3792633015006821
4004935158	4	3	0.004092769440654843
4004935158	6	360	0.49113233287858116
4004935268	1	39	0.00984102952308857
4004935268	2	722	0.18218521322230632
4004935268	3	864	0.21801665404996215
4004935268	5	4	0.0010093363613424174
4004935268	6	2334	0.5889477668433005
4004935338	1	90	0.11070110701107011
4004935338	2	139	0.17097170971709716
4004935338	3	399	0.4907749077490775
4004935338	4	127	0.15621156211562115
4004935338	5	56	0.06888068880688807
4004935338	6	2	0.0024600246002460025
4005935278	1	22	0.012366498032602586
4005935278	2	1371	0.7706576728499157
4005935278	3	99	0.05564924114671164
4005935278	4	287	0.1613265879707701
4005935328	1	2	0.014492753623188406
4005935328	2	45	0.32608695652173914
4005935328	3	5	0.036231884057971016
4005935328	4	86	0.6231884057971014
4005935358	2	2	1
4006635198	1	191	0.020733825445071647
4006635198	2	206	0.02236213634389926
4006635198	3	3824	0.4151107251411203
4006635198	4	128	0.013894919669995658
4006635198	5	14	0.001519756838905775
4006635198	6	4849	0.5263786365610074
4006635258	1	164	0.031007751937984496
4006635258	2	290	0.0548307808659482
4006635258	3	2339	0.44223860843259594
4006635258	4	171	0.03233125354509359
4006635258	5	90	0.017016449234259785
4006635258	6	2235	0.422575155984118
4006635278	1	496	0.051250258317834266
4006635278	2	468	0.04835709857408556
4006635278	3	2565	0.26503409795412275
4006635278	4	740	0.07646207894193015
4006635278	5	841	0.08689811944616656
4006635278	6	4568	0.4719983467658607
4006635338	3	2	0.2857142857142857
4006635338	4	2	0.2857142857142857
4006635338	6	3	0.42857142857142855
4006935208	1	628	0.11714232419324754
4006935208	2	635	0.11844805073680284
4006935208	3	294	0.05484051482932289
4006935208	4	51	0.009513150531617236
4006935208	5	30	0.005595970900951315
4006935208	6	3723	0.6944599888080581
4006935248	1	92	0.010146685783610897
4006935248	2	2473	0.2727473254659755
4006935248	3	6395	0.7053049520238227
4006935248	4	27	0.0029778316973640673
4006935248	5	4	4.4116025146134335e-4
4006935248	6	76	0.008382044777765524
4006935358	1	85	0.02378287632904309
4006935358	2	88	0.024622271964185788
4006935358	3	2683	0.7506994963626189
4006935358	4	36	0.010072747621712367
4006935358	5	14	0.00391717963066592
4006935358	6	668	0.18690542809177393
4007135108	1	29	0.03924221921515562
4007135108	2	121	0.16373477672530445
4007135108	3	208	0.2814614343707713
4007135108	4	37	0.05006765899864682
4007135108	5	27	0.036535859269282815
4007135108	6	317	0.428958051420839
4007135118	1	113	0.030005310674455655
4007135118	2	154	0.040892193308550186
4007135118	3	1936	0.514073287307488
4007135118	4	130	0.03451938396176314
4007135118	5	175	0.046468401486988845
4007135118	6	1258	0.3340414232607541
4007135148	1	850	0.1789850494841019
4007135148	2	801	0.16866708780795958
4007135148	3	2765	0.5822278374394609
4007135148	4	20	0.004211412929037693
4007135148	5	32	0.006738260686460307
4007135148	6	281	0.059170351652979576
4007135288	1	49	0.03675918979744936
4007135288	2	507	0.3803450862715679
4007135288	3	614	0.4606151537884471
4007135288	5	139	0.10427606901725431
4007135288	6	24	0.01800450112528132
4007235168	1	23	0.71875
4007235168	2	2	0.0625
4007235168	3	2	0.0625
4007235168	4	4	0.125
4007235168	6	1	0.03125
4007235278	1	404	0.8278688524590164
4007235278	2	82	0.1680327868852459
4007235278	6	2	0.004098360655737705
4007435168	1	88	0.03218727139722019
4007435168	2	151	0.05523043160204828
4007435168	3	1276	0.4667154352596928
4007435168	4	956	0.3496708119970739
4007435168	5	47	0.017190929041697146
4007435168	6	216	0.07900512070226774
4007435248	1	1128	0.20731483183238375
4007435248	2	34	0.006248851314096674
4007435248	3	3770	0.6928873368866018
4007435248	4	324	0.05954787722845065
4007435248	5	52	0.009557066715677265
4007435248	6	133	0.02444403602278993
4007435258	1	7	0.2916666666666667
4007435258	3	1	0.041666666666666664
4007435258	4	11	0.4583333333333333
4007435258	5	1	0.041666666666666664
4007435258	6	4	0.16666666666666666
4007535198	1	83	1
4007535358	1	2459	0.37456207159177457
4007535358	2	4105	0.6252856054836253
4007535358	4	1	1.523229246001523e-4
4008434348	2	9	0.5
4008434348	4	9	0.5
4008435158	1	269	0.04889131225009088
4008435158	2	187	0.033987640857869865
4008435158	3	5006	0.9098509632860778
4008435158	4	38	0.0069065794256633955
4008435158	5	1	1.817520901490367e-4
4008435158	6	1	1.817520901490367e-4
4009035168	1	101	0.022409585089860216
4009035168	2	404	0.08963834035944086
4009035168	3	371	0.08231639671621921
4009035168	4	2008	0.4455291768360328
4009035168	5	3	6.656312402928778e-4
4009035168	6	1620	0.359440869758154
4009035268	1	372	0.026167698368036015
4009035268	2	11199	0.7877743387732132
4009035268	3	351	0.024690489589195272
4009035268	4	2294	0.16136747326955542
4009035368	1	147	0.04480341359341664
4009035368	2	2569	0.7829929899420909
4009035368	3	74	0.022554099359951233
4009035368	4	491	0.14964949710454128
4009835178	1	289	0.028308355372710352
4009835178	2	237	0.023214810461357625
4009835178	3	9676	0.9477911646586346
4009835178	4	1	9.795278675678323e-5
4009835178	5	6	5.877167205406994e-4
4009835228	1	58	0.012275132275132276
4009835228	2	232	0.0491005291005291
4009835228	3	4423	0.9360846560846561
4009835228	5	12	0.0025396825396825397
4009835268	1	32	0.006569492917265448
4009835268	2	133	0.02730445493738452
4009835268	3	4706	0.9661260521453501
