ID	1000801248_metaphlan_bugs_list	1000801318_metaphlan_bugs_list	1000801368_metaphlan_bugs_list	1001301158_metaphlan_bugs_list	1001301248_metaphlan_bugs_list	1001301318_metaphlan_bugs_list	1001801138_metaphlan_bugs_list	1001801248_metaphlan_bugs_list	1001801318_metaphlan_bugs_list	1002701138_metaphlan_bugs_list	1002701158_metaphlan_bugs_list	1002701278_metaphlan_bugs_list	1003101118_metaphlan_bugs_list	1003101188_metaphlan_bugs_list	1003101278_metaphlan_bugs_list	1004001168_metaphlan_bugs_list	1004001278_metaphlan_bugs_list	1004001348_metaphlan_bugs_list	1005601098_metaphlan_bugs_list	1005601168_metaphlan_bugs_list	1005601348_metaphlan_bugs_list	1050801308_metaphlan_bugs_list	1050801318_metaphlan_bugs_list	1050835178_metaphlan_bugs_list	1050835218_metaphlan_bugs_list	1060435158_metaphlan_bugs_list	1060435318_metaphlan_bugs_list	1060435348_metaphlan_bugs_list	1060801198_metaphlan_bugs_list	1060801338_metaphlan_bugs_list	1060835148_metaphlan_bugs_list	1061235118_metaphlan_bugs_list	1061235188_metaphlan_bugs_list	1061235278_metaphlan_bugs_list	1061635088_metaphlan_bugs_list	1061635208_metaphlan_bugs_list	1061635368_metaphlan_bugs_list	1062101108_metaphlan_bugs_list	1062101238_metaphlan_bugs_list	1062101338_metaphlan_bugs_list	1062301128_metaphlan_bugs_list	1062301198_metaphlan_bugs_list	1062335178_metaphlan_bugs_list	1062601228_metaphlan_bugs_list	1062601258_metaphlan_bugs_list	1062601368_metaphlan_bugs_list	1062701128_metaphlan_bugs_list	1062701298_metaphlan_bugs_list	1062735148_metaphlan_bugs_list	1062735198_metaphlan_bugs_list	1062901138_metaphlan_bugs_list	1062901218_metaphlan_bugs_list	1062901318_metaphlan_bugs_list	1900401198_metaphlan_bugs_list	1900401288_metaphlan_bugs_list	1900401398_metaphlan_bugs_list	1902401118_metaphlan_bugs_list	1902401208_metaphlan_bugs_list	1902401308_metaphlan_bugs_list	2050501168_metaphlan_bugs_list	2050501298_metaphlan_bugs_list	2050501348_metaphlan_bugs_list	4002101198_metaphlan_bugs_list	4002101298_metaphlan_bugs_list	4002135018_metaphlan_bugs_list	4003235018_metaphlan_bugs_list	4003235288_metaphlan_bugs_list	4003235368_metaphlan_bugs_list	4004235208_metaphlan_bugs_list	4004235248_metaphlan_bugs_list	4004235268_metaphlan_bugs_list	4004735328_metaphlan_bugs_list	4004735368_metaphlan_bugs_list	4004935158_metaphlan_bugs_list	4004935268_metaphlan_bugs_list	4004935338_metaphlan_bugs_list	4005935278_metaphlan_bugs_list	4005935328_metaphlan_bugs_list	4005935358_metaphlan_bugs_list	4006635198_metaphlan_bugs_list	4006635258_metaphlan_bugs_list	4006635278_metaphlan_bugs_list	4006635338_metaphlan_bugs_list	4006935208_metaphlan_bugs_list	4006935248_metaphlan_bugs_list	4006935358_metaphlan_bugs_list	4007135108_metaphlan_bugs_list	4007135118_metaphlan_bugs_list	4007135148_metaphlan_bugs_list	4007135288_metaphlan_bugs_list	4007235168_metaphlan_bugs_list	4007235278_metaphlan_bugs_list	4007435168_metaphlan_bugs_list	4007435248_metaphlan_bugs_list	4007435258_metaphlan_bugs_list	4007535198_metaphlan_bugs_list	4007535238_metaphlan_bugs_list	4007535358_metaphlan_bugs_list	4008434348_metaphlan_bugs_list	4008435158_metaphlan_bugs_list	4008435358_metaphlan_bugs_list	4009035168_metaphlan_bugs_list	4009035268_metaphlan_bugs_list	4009035368_metaphlan_bugs_list	4009835178_metaphlan_bugs_list	4009835228_metaphlan_bugs_list	4009835268_metaphlan_bugs_list
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris|t__GCF_000180155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0943	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.01809	0.00318	0.98608	0.08672	0.09434
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis|t__GCF_000296505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0943	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.01809	0.00318	0.98608	0.08672	0.09434
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_urogenitalis	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_urogenitalis|t__GCF_000159035	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus|t__GCF_000175315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus	0.0	0.0	0.0	0.02901	0.10024	0.20499	0.19731	0.14283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05828	0.0	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34425	0.0	0.0	0.0	0.0	0.1752	0.06447	0.01853	0.00154	0.0	0.00349	0.0	0.0	0.01455	0.0	0.18327	0.28098	0.12706	0.0	0.02287	0.06314	0.0	0.0	0.0046	0.0	0.0	0.00845	0.0	0.01745	0.0	0.0	0.92535	0.00537	0.04421	0.04483	0.0	0.0	0.0	0.00231	0.0	0.01448	0.0	0.00128	0.01814	0.00255	0.0	0.05392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00709	0.00191	0.0	1.83173	0.15778	0.62234
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_curtisii	0.0	0.0	0.0	0.02901	0.09107	0.0	0.16477	0.14283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05828	0.0	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1737	0.0	0.0	0.0	0.0	0.10437	0.06447	0.00732	0.0	0.0	0.0	0.0	0.0	0.01372	0.0	0.11161	0.28098	0.07014	0.0	0.02287	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	1.83173	0.1442	0.56485
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_curtisii|t__Mobiluncus_curtisii_unclassified	0.0	0.0	0.0	0.02901	0.09107	0.0	0.16477	0.14283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05828	0.0	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1737	0.0	0.0	0.0	0.0	0.10437	0.06447	0.00732	0.0	0.0	0.0	0.0	0.0	0.01372	0.0	0.11161	0.28098	0.07014	0.0	0.02287	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	1.83173	0.1442	0.56485
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_mulieris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_mulieris|t__Mobiluncus_mulieris_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_unclassified	0.0	0.0	0.0	0.0	0.00917	0.20499	0.03254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17055	0.0	0.0	0.0	0.0	0.07083	0.0	0.01121	0.00154	0.0	0.00349	0.0	0.0	0.00083	0.0	0.07166	0.0	0.05693	0.0	0.0	0.06314	0.0	0.0	0.0046	0.0	0.0	0.00718	0.0	0.01745	0.0	0.0	0.0	0.00537	0.04421	0.04483	0.0	0.0	0.0	0.00231	0.0	0.01448	0.0	0.00128	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00709	0.00087	0.0	0.0	0.01358	0.05749
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum	0.0	0.0	0.0	0.0	0.0	0.0	3.00768	2.59044	8.86409	0.0	0.0	0.0	0.00676	0.0	0.0	0.0	0.0	0.0	0.24619	0.01696	7.34879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97451	0.0	0.0	0.0	0.0	0.02432	0.09195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16674	0.0	0.0	0.0	0.0	0.0	0.0	0.01332	0.0	0.0	0.0	0.0	0.0	0.0	0.03643	0.0	0.0	0.02876	0.0	0.08255	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.01502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.12891	0.0	0.02884	0.04598	1.33918	1.10551	0.30393
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense	0.0	0.0	0.0	0.0	0.0	0.0	3.00768	2.59044	8.86409	0.0	0.0	0.0	0.00676	0.0	0.0	0.0	0.0	0.0	0.24619	0.01696	7.34879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97451	0.0	0.0	0.0	0.0	0.02432	0.09195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16674	0.0	0.0	0.0	0.0	0.0	0.0	0.01332	0.0	0.0	0.0	0.0	0.0	0.0	0.03643	0.0	0.0	0.02876	0.0	0.08255	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.01502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.12891	0.0	0.02884	0.04598	1.33918	1.10551	0.30393
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense|t__GCF_000420065	0.0	0.0	0.0	0.0	0.0	0.0	3.00768	2.59044	8.86409	0.0	0.0	0.0	0.00676	0.0	0.0	0.0	0.0	0.0	0.24619	0.01696	7.34879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97451	0.0	0.0	0.0	0.0	0.02432	0.09195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16674	0.0	0.0	0.0	0.0	0.0	0.0	0.01332	0.0	0.0	0.0	0.0	0.0	0.0	0.03643	0.0	0.0	0.02876	0.0	0.08255	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.01502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.12891	0.0	0.02884	0.04598	1.33918	1.10551	0.30393
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.47191	0.21736	0.33763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14601	0.15084	0.11537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38825	0.01863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01687	0.01231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13607	0.14305	0.76059
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium	0.0	0.0	0.0	0.0	0.0	0.0	1.47191	0.21736	0.33763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14601	0.15084	0.11537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38825	0.01863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01687	0.01231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13607	0.14305	0.76059
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_massiliense	0.0	0.0	0.0	0.0	0.0	0.0	1.38267	0.21151	0.33763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05237	0.04654	0.11537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51986	0.01863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10875	0.14305	0.42706
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_massiliense|t__GCF_000285915	0.0	0.0	0.0	0.0	0.0	0.0	1.38267	0.21151	0.33763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05237	0.04654	0.11537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51986	0.01863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10875	0.14305	0.42706
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_mcbrellneri	0.0	0.0	0.0	0.0	0.0	0.0	0.08924	0.00585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09364	0.1043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01687	0.01231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02731	0.0	0.33353
